study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,condition,proximity_in_seconds,composite_index_in_seconds,begging_in_seconds,time_in_seconds
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,baseline_3,38,0.0,0,38.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,equal,99,0.0,0,129.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,unequal,118,19.0,0,298.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,unequal-part_1,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,unequal-part_2,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,baseline_1,41,6.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,baseline_2,47,5.0,0,47.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,baseline_3,39,2.0,0,39.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,equal,102,8.0,0,102.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,unequal,72,9.0,0,72.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,unequal-part_1,42,6.0,0,42.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alex,4,m,partner,chimpanzee,gertrudia_alex,unequal-part_2,52,2.0,0,52.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,baseline_1,47,4.0,0,47.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,baseline_2,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,baseline_3,42,1.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,equal,89,3.0,0,89.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,unequal,94,7.0,0,94.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,unequal-part_1,37,2.0,0,37.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,gertrudia_alexandra,unequal-part_2,38,1.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,baseline_1,45,3.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,baseline_2,55,8.0,0,55.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,baseline_3,44,4.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,equal,152,19.0,0,152.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,unequal,114,11.0,0,114.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,unequal-part_1,43,7.0,0,43.0
amici2012aversion,2,food_distribution,2005,12,2,gertrudia,12,f,focal_participant,annett,6,f,partner,chimpanzee,gertrudia_annett,unequal-part_2,40,1.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,baseline_1,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,baseline_2,44,2.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,baseline_3,33,2.0,0,33.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,equal,97,11.0,0,97.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,unequal,91,1.0,0,91.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,unequal-part_1,34,5.0,0,34.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,fifi,12,f,partner,chimpanzee,gertrudia_fifi,unequal-part_2,32,2.0,0,32.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,baseline_1,49,4.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,baseline_2,46,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,baseline_3,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,equal,100,7.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,unequal,100,7.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,unequal-part_1,34,1.0,0,34.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,gertrudia_jahaga,unequal-part_2,44,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,baseline_1,52,1.0,0,52.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,baseline_2,45,2.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,baseline_3,45,4.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,equal,87,4.0,0,87.0
amici2012aversion,2,food_distribution,2005,11,5,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,unequal,100,2.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,unequal-part_1,43,6.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,9,gertrudia,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,gertrudia_unyoro,unequal-part_2,31,1.0,0,31.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,baseline_1,52,0.0,0,53.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,baseline_2,51,0.0,0,51.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,baseline_3,38,0.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,equal,102,1.0,0,104.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,unequal,90,0.0,2,90.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,unequal-part_1,40,0.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alex,4,m,partner,chimpanzee,jahaga_alex,unequal-part_2,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,baseline_1,47,1.0,0,47.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,baseline_2,38,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,baseline_3,39,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,equal,75,0.0,0,112.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,unequal,107,9.0,0,140.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,unequal-part_1,44,2.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,jahaga_alexandra,unequal-part_2,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,baseline_1,58,0.0,0,58.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,baseline_2,53,0.0,0,53.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,baseline_3,44,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,equal,106,2.0,0,106.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,unequal,139,2.0,0,143.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,unequal-part_1,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,annett,6,f,partner,chimpanzee,jahaga_annett,unequal-part_2,50,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,baseline_1,40,0.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,baseline_2,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,baseline_3,37,0.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,equal,99,1.0,0,104.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,unequal,81,0.0,0,81.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,unequal-part_1,37,1.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,fifi,12,f,partner,chimpanzee,jahaga_fifi,unequal-part_2,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,baseline_1,49,0.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,baseline_2,43,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,baseline_3,35,2.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,equal,100,0.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,unequal,89,1.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,unequal-part_1,34,2.0,0,34.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,jahaga_gertrudia,unequal-part_2,44,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,baseline_1,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,baseline_2,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,baseline_3,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,equal,91,3.0,0,91.0
amici2012aversion,2,food_distribution,2005,11,5,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,unequal,92,2.0,2,92.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,unequal-part_1,35,1.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,9,jahaga,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,jahaga_unyoro,unequal-part_2,34,0.0,0,34.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,baseline_1,55,0.0,0,55.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,baseline_2,54,1.0,0,54.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,baseline_3,0,0.0,0,90.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,equal,111,2.0,0,119.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,unequal,124,2.0,4,124.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,dorien,25,f,partner,chimpanzee,riet_dorien,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,frodo,11,m,partner,chimpanzee,riet_frodo,baseline_1,63,0.0,0,63.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,frodo,11,m,partner,chimpanzee,riet_frodo,baseline_2,39,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,frodo,12,m,partner,chimpanzee,riet_frodo,baseline_3,22,0.0,0,68.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,frodo,11,m,partner,chimpanzee,riet_frodo,equal,94,0.0,0,94.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,frodo,11,m,partner,chimpanzee,riet_frodo,unequal,120,0.0,0,120.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,frodo,12,m,partner,chimpanzee,riet_frodo,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,frodo,12,m,partner,chimpanzee,riet_frodo,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,baseline_1,58,1.0,3,60.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,baseline_2,48,0.0,0,57.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,baseline_3,0,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,10,28,riet,27,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,equal,110,0.0,0,110.0
amici2012aversion,2,food_distribution,2005,10,25,riet,27,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,unequal,136,0.0,4,148.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,riet,28,f,focal_participant,sandra,12,f,partner,chimpanzee,riet_sandra,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,baseline_1,48,0.0,1,48.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,baseline_2,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,baseline_3,75,0.0,3,82.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,equal,89,0.0,5,98.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,unequal,126,0.0,0,126.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,unequal-part_1,56,0.0,2,56.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,dorien,25,f,partner,chimpanzee,sandra_dorien,unequal-part_2,48,2.0,1,48.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,riet,27,f,partner,chimpanzee,sandra_riet,baseline_1,55,0.0,1,60.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,riet,27,f,partner,chimpanzee,sandra_riet,baseline_2,57,0.0,0,57.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,riet,28,f,partner,chimpanzee,sandra_riet,baseline_3,50,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,riet,27,f,partner,chimpanzee,sandra_riet,equal,110,0.0,1,110.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,riet,27,f,partner,chimpanzee,sandra_riet,unequal,109,0.0,4,148.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,riet,28,f,partner,chimpanzee,sandra_riet,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,riet,28,f,partner,chimpanzee,sandra_riet,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,frodo,11,m,partner,chimpanzee,sandra_frodo,baseline_1,54,0.0,3,54.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,frodo,11,m,partner,chimpanzee,sandra_frodo,baseline_2,53,0.0,0,58.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,frodo,12,m,partner,chimpanzee,sandra_frodo,baseline_3,38,0.0,0,38.0
amici2012aversion,2,food_distribution,2005,10,25,sandra,12,f,focal_participant,frodo,11,m,partner,chimpanzee,sandra_frodo,equal,129,0.0,10,129.0
amici2012aversion,2,food_distribution,2005,10,28,sandra,12,f,focal_participant,frodo,11,m,partner,chimpanzee,sandra_frodo,unequal,231,2.0,15,298.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,frodo,12,m,partner,chimpanzee,sandra_frodo,unequal-part_1,41,0.0,2,41.0
amici2012aversion,2,food_distribution,2005,12,1,sandra,12,f,focal_participant,frodo,12,m,partner,chimpanzee,sandra_frodo,unequal-part_2,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,baseline_1,56,2.0,0,56.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,baseline_2,54,1.0,0,54.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,baseline_3,41,2.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,equal,107,3.0,0,107.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,unequal,99,8.0,0,124.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,unequal-part_1,36,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alex,4,m,partner,chimpanzee,unyoro_alex,unequal-part_2,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,baseline_1,43,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,baseline_2,46,2.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,baseline_3,33,0.0,0,33.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,equal,69,3.0,0,69.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,unequal,101,0.0,0,115.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,unequal-part_1,40,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,alexandra,6,f,partner,chimpanzee,unyoro_alexandra,unequal-part_2,35,0.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,baseline_1,46,4.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,baseline_2,44,4.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,baseline_3,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,equal,96,6.0,0,96.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,unequal,89,4.0,0,89.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,unequal-part_1,44,6.0,0,56.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,annett,6,f,partner,chimpanzee,unyoro_annett,unequal-part_2,40,0.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,baseline_1,55,4.0,0,55.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,baseline_2,48,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,baseline_3,39,0.0,0,39.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,equal,91,3.0,0,109.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,unequal,93,5.0,0,111.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,unequal-part_1,30,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,fifi,12,f,partner,chimpanzee,unyoro_fifi,unequal-part_2,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,baseline_1,52,4.0,0,52.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,baseline_2,43,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,baseline_3,27,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,equal,84,0.0,0,87.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,unequal,100,9.0,0,100.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,unequal-part_1,33,0.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,9,unyoro,8,m,focal_participant,gertrudia,12,f,partner,chimpanzee,unyoro_gertrudia,unequal-part_2,31,0.0,0,31.0
amici2012aversion,2,food_distribution,2005,11,5,unyoro,8,m,focal_participant,jahaga,12,f,partner,chimpanzee,unyoro_jahaga,baseline_1,43,2.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,unyoro,8,m,focal_participant,jahaga,12,f,partner,chimpanzee,unyoro_jahaga,baseline_2,45,3.0,0,45.0
